ResponseTime,Availability,Throughput,Successability,Reliability,Compliance,BestPractices,Latency,ServiceName
635.86,86,6.8,95,80,100,86,3.72,Glide
180.36,85,10.8,95,73,100,75,13,productPortalWS
3163.2,93,2.3,98,73,78,62,40.2,Helper
195.54,28,5.8,29,60,78,62,48.62,MailService
279.74,85,4,85,53,89,66,67.44,AnalysisWSAppLabImplService
168.33,87,1.5,96,73,89,62,0.66,Servicio_Estadistica
73.5,87,23.8,95,73,89,62,18.75,ImageService
178.75,56,8.4,56,60,89,69,4,bibiwsImplementationService
1259.33,37,2.9,38,67,89,72,44.77,VizieRBetaService
256.2,92,13.7,97,58,100,75,9.6,cpgplotService
146,91,1.9,97,67,78,72,12.6,FindNearbyPOIService
71.16,99,21.9,100,78,89,89,16.44,GuspmService
456.79,85,6.8,95,60,78,69,137.37,XigniteEdgar
358,83,16.8,84,83,89,93,5,BankValSOAP
173.88,99,3,100,73,100,87,1.5,XmlSelect
421,86,9.7,86,73,78,84,2.5,Calculator
319.2,89,3.9,96,58,89,69,1.4,SiteFetchService
328,89,7.1,96,67,78,77,32.5,MarketSeg
95,96,28.3,99,60,89,79,1,interop2C
963,95,11.1,98,58,100,57,6,TWS-DS
146.5,86,10.7,86,73,78,84,75,RetrieveSingleRegistrationManager
298,83,26.5,84,83,89,91,3,Calendar
242.5,62,6.1,63,73,89,75,5.12,ExampleService
180,87,12.1,95,73,78,80,55.25,WSDLInteropTestDocLitService
57,86,40.1,95,73,100,84,1,RegisterResearchServices
103,93,34.2,98,67,100,85,2,guidissue
204.4,92,1.9,97,73,100,84,6.2,unionService
1284,94,8.2,98,67,100,82,1236,BGTBoundaryGeocoder
96.5,86,13.3,86,73,78,84,3,VideoGamesFinder
194.59,95,9.4,96,53,89,66,5.33,LowRPCService
188.31,100,11.8,100,67,100,77,6.23,AtcoResDirect
346.5,86,16.9,86,73,89,84,270,LocalTime
150.17,91,18.1,92,73,100,80,4.84,AddressManager
629,92,2.1,97,50,78,66,15,TraceFinder3BPService
69.71,91,22.6,97,67,89,58,15.47,FileService
996,83,14,84,83,89,91,59,MAGGIE
136,83,24.6,84,83,89,91,12,WhoisService
372.7,91,4.4,97,73,78,87,2.1,SaraGridService
224.8,98,14.6,100,58,100,75,9.2,pepwheelService
2987,56,2.4,57,60,89,69,2092.5,testService
139,89,18.2,96,73,78,84,1,registeronline
213.2,98,0.9,100,58,100,75,7.2,chargeService
163,90,20.1,97,58,78,75,1,DealerLocator
304.8,89,13.5,96,73,100,84,6.6,matcherService
174.77,56,2.6,58,67,78,82,37.92,erez2
209.6,92,16.2,97,73,100,84,5.8,sirnaService
159.5,71,20.2,72,80,100,78,5.5,timetabling
323,83,23.9,84,83,89,91,9,finnwordsService
184.75,92,4.7,97,73,78,84,1.75,WebSitePulseService
109,99,30.7,100,67,100,82,1,Measurement
512,93,10.4,98,73,78,84,64,BarCode
252,100,20.6,100,58,100,75,1,DistanceService
225.2,93,2.2,98,73,100,84,6.2,whichdbService
117,85,24.5,95,73,100,80,30,locationRouting
171.47,56,9.2,57,67,78,77,29.74,CRMTeeTimeAPI
238.09,71,6.4,71,53,89,66,73.74,AnalysisWSGowlabImplService
378.5,34,5.1,35,83,89,91,3.8,EMEP_SERVER
123,91,7,91,67,78,66,7.83,DimeInterop
404,83,15,84,67,89,72,6,flights
327.13,13,5.1,13,67,78,72,24.98,otoMotoWebApi
144,83,16.9,84,67,89,82,10,QueryWebserviceService
285.14,63,7.9,64,73,78,80,16.35,DPCWS
252,92,13.1,97,80,78,87,1,SendSMSWorld
277.78,86,3.2,86,53,89,66,68.87,AnalysisWSAppLabImplService
253.33,88,3.4,88,80,78,83,50.33,PopulationWS
113,92,28.4,97,80,89,87,6,HoroscopeService
188.8,99,1,100,73,100,84,6.8,prettyseqService
330.5,65,7.8,66,73,67,84,13.33,w_invoicereceipt
212.5,100,1.5,100,73,78,80,1,K4TAirSellWS
143,99,16.6,100,73,78,84,42,ICD9Drug
121.91,91,13.6,97,67,100,77,0.98,HR-XML_x0020_Validation_x0020__x0028_2004-08_x0020_release_x0029_
246,86,8,86,73,78,80,74.5,Postcode_x0020_Finder
126.4,89,18.9,96,73,78,84,1.2,UnitConversions
254,84,1.9,85,73,89,75,7,WemCarts
38,95,2.1,99,73,78,84,1.5,MathService
107.83,73,8.5,73,83,50,91,2.5,lu
448,83,13.8,84,73,100,75,4,SMART
171.68,38,8.7,39,78,50,89,13.36,demoService
130.33,94,4.5,95,78,33,89,3.5,Interop
303,83,26.9,84,83,89,91,1,ServicioSuma
4098,97,4.7,98,80,100,87,1,HelloService
148,94,17.1,98,73,100,80,2.5,SentencesService
438,93,8.6,98,67,78,77,0.73,XigniteReleases
301.17,85,3.4,85,53,89,66,79.6,AnalysisWSAppLabImplService
258.5,78,10.7,78,73,89,84,2.25,countryip
65,99,31.6,100,80,89,65,21,Statistics
65,67,5.6,68,73,89,84,23.7,NavFunctions
393.25,78,7.5,78,67,89,72,62.75,FXWSService
280.6,91,0.9,97,67,100,82,39.4,pasteseqService
116.33,46,9.2,46,83,89,91,4.83,DistanceService
37,71,21.3,72,73,78,84,3,XarayaSoap
138.68,91,11.8,97,60,78,79,0.74,ComputeDateTimeSpan
114,86,11.3,95,73,78,84,6.33,GoogleSearchService
188.25,88,1.7,96,58,100,75,9.75,ChebiWebServiceService
42.7,67,7.6,68,67,89,72,2.3,LM_GIS
338.74,82,0.7,83,53,89,66,85.31,AnalysisWSAppLabImplService
4740.76,93,0.8,98,67,78,82,23.14,wsReqSender
125.5,86,21.3,86,73,89,84,2,MSInfoService
3439.83,66,1.6,67,73,89,75,157.5,BlastbtService
1918.4,51,3,52,83,89,91,31.8,WaterService
240.25,78,9.1,79,73,89,80,2.25,Rss_Upload
84.25,90,16.3,97,67,78,72,42,ADQLTranslator
191,83,21,84,67,89,72,12,wsdl
405.14,91,7.9,97,73,78,80,2.71,SearchEngine
509.5,86,12.6,86,73,67,88,37,CustomersList
298.2,98,0.9,99,67,100,82,59.4,prettyseqService
80.4,91,2.9,97,73,100,84,43.3,CasGroups
221.8,99,15.6,100,58,100,75,5.4,cpgplotService
251.07,56,5.2,58,73,67,80,133.43,WebStoreService
632,72,13.1,72,78,89,89,122.5,GetPersonInfoService
374,88,10.4,96,67,78,77,0.67,XigniteGE
374.6,51,4.3,51,73,78,84,24.2,POCP SOAP Interface
787.47,95,4.5,96,58,100,75,84.6,CotizadorService
298,88,27.4,96,73,100,80,14,DownloadService
363,83,19.2,84,73,78,88,163,SZTAKI_Webster
82,83,41.2,84,67,89,77,2,ISOcodesSOAP
564.5,97,13.4,99,73,100,84,1,HashClass
472.8,96,10.2,99,58,100,75,6.4,cirdnaService
348.33,66,4.4,66,80,89,83,72.33,Service
750,83,7.4,84,73,100,87,3,RemoteOnlineReadingWS
134,83,26.8,84,78,78,89,4,GroupsFinderService
121,87,22.6,95,67,100,83,9,Compound1
190,95,1.1,98,73,100,84,6,fuzznucService
300,94,27.2,98,73,100,80,14,DownloadService
243.02,90,4.2,90,53,89,66,56.36,protein_2d_structure__hmomentService
376.64,100,7.3,100,67,100,82,3.28,Validator
237.33,63,4.3,64,67,89,72,120,Query
303.65,85,3.4,85,53,89,66,86.35,AnalysisWSAppLabImplService
86.27,55,12,55,60,78,69,45.25,PhoneNotify
226.6,95,15.5,98,73,100,84,6.6,diffseqService
230.89,79,11,79,60,89,69,4.11,JoeGustavServerService
129.33,95,15.9,98,73,100,84,1,QuoteMachine
338,66,4.5,66,80,89,83,65.08,Service
290.22,85,2.9,86,53,89,66,82.7,AnalysisWSAppLabImplService
182,100,29.2,100,80,100,87,1,Securlogin
67,86,41,95,73,100,84,5,StockQuoteServiceService
152.56,94,17.7,98,73,78,80,18,Admin
842.33,93,7,98,73,100,84,109.66,CBRFSearchSystem
284.13,84,3.3,85,53,89,66,72.35,AnalysisWSAppLabImplService
80,99,36.3,100,80,100,87,13,Service1
175,86,15.1,86,67,89,77,47.5,Cryptarithm
106.77,12,13,12,60,89,69,8.92,lmapi
200,91,30,97,80,100,87,12,SerClsWSPasarelaPINPADService
151.6,50,7.9,51,58,78,75,4.6,executor
257.4,89,13.9,96,73,100,84,11.6,splitterService
186,78,11.4,78,67,89,72,37.5,AMIWebServiceService
384.4,90,1.9,96,73,100,84,49.2,fdolpennyService
227.62,8,6.9,8,67,89,72,5.01,AllegroWebApiService
213,96,17.1,99,73,78,62,108,news_xml_service
240.4,88,1.9,96,73,100,84,5.2,codcmpService
1036.2,87,3.8,95,33,78,59,11.48,GSXWS
77,83,33.3,84,78,89,89,3,SecureLogin
117,88,11,96,73,78,84,7.33,GoogleSearchService
101,87,34.7,95,73,100,84,2,Translate
206.4,94,2.4,98,58,100,75,7.6,tmapService
111.08,86,13.6,86,53,89,66,13.32,ProDA_WebServices
226,85,9.3,95,60,100,69,67,EchoStringWSRoutingSvc
205.4,100,0.7,100,73,100,84,5.2,skipseqService
48.35,10,14.9,10,67,78,82,2.92,VipWebService
124.67,85,16.6,95,73,78,88,48.34,Award
113,100,11.3,100,73,78,84,6.67,GoogleSearchService
139.08,65,11.7,65,60,78,62,61.5,HotelsService
74,32,2.3,33,80,78,78,2.42,JSRMService
156,92,2.5,97,60,100,69,26,GeoPointService
181.43,91,2.4,97,73,100,80,11.14,Photoserver
230.91,99,10.7,100,67,100,82,20.32,WebAcsWS
83.33,98,2.1,100,80,78,87,1.33,TNM_Gazetteer_Service
716,54,3.9,54,67,78,82,62.12,KEGG
379.6,89,11,96,73,100,84,6,eprimer3Service
1122,51,3.3,51,73,78,84,1032.6,SQLDataInterop
42.15,56,10.4,56,60,89,69,1.32,GIS_CB
208.8,94,1.9,98,73,100,84,6.6,prettyseqService
114.67,93,10.8,98,73,78,84,6,GoogleSearchService
164.33,95,15.2,98,73,78,84,13.33,EnvioSMS
135,83,29.7,84,80,100,72,2,QualificationWarranty
181.42,85,2.5,95,89,78,93,2.59,eUtilsService
323.5,56,10.5,56,83,89,91,14,RsomService
341.4,86,1.9,95,58,78,75,27.6,siggenService
216,93,9.5,98,58,89,69,18,EAnalyzer
303.33,73,3.7,74,73,78,84,0.33,OSSIWS
118.33,91,11.1,97,73,78,84,7,GoogleSearchService
1034.43,32,3.1,33,60,78,79,931.07,interopLabEchoHeader
38,71,21.1,72,73,78,84,2,XarayaSoap
435.33,21,4.2,22,33,89,59,10.77,PassportService
116,99,24.5,100,60,100,69,14.5,Search
157,90,11.3,97,60,100,74,61,DNS
237.36,59,7.7,60,73,78,84,2.5,ExchangeRates
305,83,26.9,84,83,89,91,1,ServicioSuma
1030.67,63,6,64,73,89,75,4,GeoCode_Service
2175.17,47,2.3,48,73,100,84,1.84,HomeWorkService
150,56,11,56,83,89,91,0.5,MultipleAlignment
280.8,91,2.4,97,58,100,75,42.2,findkmService
122,63,9.6,63,80,100,87,2.33,ExchangeRateService
1377.55,88,1.6,88,73,78,84,41.37,WSWUBlastService
373.08,66,2.3,67,80,89,83,50,Service
211.75,59,1.1,60,67,78,72,6,HBObauprodukte
274.78,85,3.5,85,53,89,66,69.26,AnalysisWSAppLabImplService
154,86,5.6,86,73,67,84,113,PostcodeService
145,83,8.9,84,73,89,75,11,showmyip
407,9,5,9,60,89,69,7.63,soap4buildwsdl
156.29,93,0.8,98,60,100,74,52.29,SMSTextMessaging
132.5,95,1.8,98,60,100,74,48,ElectronicDataAssistance
193,94,5,98,60,100,79,60.5,USGeocoding
43.12,63,4.6,63,67,89,72,2.18,CH_CB
198.83,76,0.7,76,73,78,80,30.33,GeoBrokr
304.44,97,9.2,99,67,100,77,9,TerraService
162.8,51,4.3,51,58,78,75,6.8,executor
284.95,61,5.2,61,60,78,69,101.19,Order
333.5,68,3,68,73,89,84,2.9,gcat
219,94,1.2,98,73,100,84,6.8,seqmatchallService
184,93,6.3,98,73,100,84,0.5,Curs
282,85,3.7,86,53,89,66,69.7,AnalysisWSAppLabImplService
415.93,95,7.3,95,67,100,77,10.29,MapImage
176,83,15,84,73,89,84,18,NetToolsService
175.5,86,12.4,95,73,100,80,3.5,CooccurrencesService
156.75,78,9,78,73,89,84,3.5,Conversor
195,94,9.5,94,73,78,62,60.64,SkyNodeWS
277.2,85,1.6,95,73,100,84,6.4,noreturnService
189.5,94,3.8,98,73,89,62,1.5,Servicio_saneamiento
176.67,96,3.5,99,60,100,79,61.34,Hill
143.67,100,1.8,100,60,100,74,48.67,UKAddressVerification
99.66,97,15.5,98,67,78,82,22.63,ConferenceService
429.81,26,2.6,26,78,78,89,236.93,SubscriptionService
142,89,6.8,96,73,78,84,11,GoogleSearchService
299.83,85,2.2,86,53,89,66,100.74,AnalysisWSAppLabImplService
631,83,15,84,58,100,80,292,TrWSEm
284,91,3.7,97,73,78,80,28,K4THotelSellWS
160.64,59,7.9,60,73,67,80,1.69,ServicioVisualizacion
332.5,71,11.8,72,83,89,91,4.5,RefSeq
259.6,97,0.9,99,67,100,82,59.2,cutseqService
158,99,25.3,100,60,89,69,26,XMLPortalService
261.6,91,1.1,97,73,100,84,5.4,newseqService
315,100,1,100,67,100,82,39.6,vrnaevalService
162.5,92,12.3,97,73,100,80,5,LeftCollocationFinderService
142.56,60,7.9,61,73,67,80,86,CasUsers
388.25,57,1.1,59,67,89,72,237.25,PlaceFinderSample
223.67,63,5.1,63,73,89,75,20.67,hellowsdl2
75.25,56,8,56,83,89,91,20.5,GlimmermService
241.2,100,1.1,100,73,100,84,6.6,pepstatsService
299.36,99,9.7,100,67,100,77,0.93,WSUser
300.54,40,4,40,60,78,54,23.93,Lists
159.29,41,6.6,41,60,78,69,44.61,SimpleTest
144,89,1.9,96,80,67,83,38.33,PopulationWS
179.6,61,7.2,61,78,89,89,34.8,MessageServerService
155,52,2.2,52,42,78,74,25.8,InteropServiceBService
193,83,26.2,84,80,100,83,3,RSSValidator
220.6,96,1.3,99,73,100,84,6.2,garnierService
257.45,13,4.3,13,60,78,74,108.52,XmlDemoService
71.54,18,4.3,18,60,78,79,8.54,AmazonSearchService
311.8,93,12.1,98,58,100,75,7.8,octanolService
221,87,1.2,95,73,100,84,6,entretService
136.25,78,3.2,79,73,78,84,19.25,WebServices
536.25,56,7.1,56,83,89,91,3,PathwayService
572,83,14.8,84,83,89,91,6,BlastDemo
191.83,73,3.6,74,73,89,84,2.66,ServicioVisualizacion
352.4,55,4.9,56,67,78,77,76.78,BillingSystemCall
138.5,100,2,100,73,78,84,2,DOTSGeoPinPoint
535,78,0.2,79,53,89,66,191.8,AnalysisWSAppLabImplService
242,71,11.9,72,73,89,75,5,MorphologicalAnalysis_frontendService
121,98,22.3,99,73,100,84,3,RetHeaderService
169,83,21.9,84,83,89,91,37,VersionService
38,71,1.9,71,67,89,77,0.88,SCADA_LM
130.52,16,3.5,17,42,100,69,16.52,SforceService
311.57,63,6.1,63,73,78,84,35.5,IPS
98,85,1.3,95,73,78,80,1.5,DOTSPhoneAppend
276.5,94,9.3,98,83,89,91,3,CalcAsyncService
144.88,57,7.7,58,67,78,82,13.19,erez3
106,95,5.5,99,73,100,84,28,SMS
185,71,13.6,72,67,89,72,5.5,SplitsTreeImplementationService
242.67,99,9.6,100,73,100,80,45,YourHost
420.33,100,3.3,100,73,100,80,131.66,AirportDelayService
609.4,91,1.1,91,73,100,84,26,wossnameService
257.8,85,1,95,58,100,75,5.8,tmapService
53,83,14.5,84,73,100,84,2,ExceptionCollectionService
97.4,51,3.3,52,42,78,62,2,BuchungService
118.64,80,1.7,81,53,67,76,6.43,Interop
266,97,10.3,99,73,100,84,51,HAPWSClass
183.57,99,13,100,73,78,80,7.57,Tiscali_x0020_Security_x0020_Services
163,90,3.3,97,67,78,72,25,ReverseGeocodingService
785,83,10.8,84,83,78,91,46,SMSWS
170,91,28.6,97,80,100,87,1,SerClsWSConsultaService
361,50,6.5,51,67,100,77,181.6,DisponibilitaOutsourcerService
192.47,26,3,27,53,78,66,35.74,FileStoreService
285.3,69,1.6,69,73,67,84,2.2,ServicioNomenclator
307.2,93,12.7,98,73,100,84,11,needleService
400.57,16,4.3,16,67,89,72,94.86,Service2
429.5,100,4.2,100,73,100,80,37.75,LandmarkService
243,89,7,90,67,100,77,49.11,AWSECommerceService
1134.14,62,1.9,63,73,89,80,1.32,FileService
448.67,65,1.1,66,73,100,80,127.34,PlaceFinderSample
213,91,9.4,97,73,100,80,3.67,interopDocSvc
2967,90,5.1,97,73,78,84,41,BarCode
192.25,89,11,89,78,78,89,1,CalcService
392.5,91,6.3,97,73,78,84,89.75,OHRwurmSearchService
108.8,90,18.1,97,73,78,80,0.8,DOTSFraudProtection
90,97,29.1,99,73,100,84,25,TextGraphic
214,88,3.7,96,73,100,84,23,BarCode
111.2,93,16.9,98,67,78,77,0.4,XigniteOFAC
347.67,47,2.1,48,78,89,91,8.34,AOSIFWSService
473,91,12.4,97,73,78,84,184,Quotes
4232,98,4.7,98,73,100,84,14,xfrx
472.6,92,9.9,97,58,100,75,10,epestfindService
284.57,43,3.3,44,73,89,75,11.86,WDDataService
227.17,90,3.7,97,73,89,62,1.34,NBPRates
1328.5,56,3.8,56,83,89,91,3.75,GeneidmapService
329.5,91,16.3,97,73,100,80,128.5,FlightScheduleService
256.43,90,7.1,97,67,100,82,20.52,PersonalizationService
165,83,9.7,84,73,89,75,23,showmyip_lookup
1521.57,84,2.3,84,73,78,84,57.14,WSClustalWService
183,93,11.4,98,73,89,62,58,RateCalculatorService
323,92,24.2,97,80,100,65,16,RNetService_v1
582.85,56,4.4,58,67,89,77,113.66,SharewareService
139.5,95,3.2,98,73,78,80,27.5,wsDice
183,94,27.6,98,80,100,87,15,SerClsWSPasarelaPINPADService
258.5,72,9.2,72,73,89,75,14.5,NPOsMedicalPaginalTranslationService
269,95,0.9,98,67,100,82,48,megamergerService
491.8,90,9.8,96,73,100,84,12,consService
373,94,20.3,98,80,100,87,20,SerClsRecolectaService
418.6,99,4.7,100,73,89,62,1.4,PTTInfo
229.4,98,13.9,100,73,100,84,10.4,sixpackService
437.8,90,7.3,97,60,89,69,256.07,Sisu
322,95,21.8,98,73,100,80,132,FlightScheduleAggregatorService
127.2,94,20.3,98,73,78,84,15.8,SendCustomForm
297.17,86,2.4,86,53,89,66,93.52,AnalysisWSAppLabImplService
219.8,98,1.3,100,73,78,84,5.8,domainsweepService
81.5,89,15,96,73,100,84,1,ValidationService
233,94,14.5,98,58,100,75,11.4,pepinfoService
158.67,93,11.7,98,73,100,84,0.67,TMorse
234.8,95,1.3,98,67,100,82,33.8,patmatdbService
214.67,63,12.5,63,73,78,84,25.67,wsaTestService
132,89,5,96,73,78,84,4,AccelerationUnit
1456.67,90,4.1,96,73,78,62,19,CasService
411.4,93,10.8,98,58,100,75,9.4,pepinfoService
117.5,89,3.2,96,73,78,84,0.5,USNG
113,83,22.3,84,83,89,91,4,EmptySA
125.45,59,8.6,60,73,78,84,58.45,CasGroups
996,84,3,84,60,78,69,120,FlickrComment
198,96,14.7,99,67,78,72,50,XYToPixelsService
504.6,100,1.9,100,73,100,84,3,tfmService
350.71,63,6.1,64,73,89,80,16.21,InboxServiceNoHeader
602,99,6.6,100,73,100,84,10.33,FsouOffice2003Service
1734.34,97,2.5,98,67,89,58,14.65,ERSWebCensusMapService
100.33,87,18.6,95,73,100,80,0.66,AIMSAddressWebService
277.25,97,7.6,99,73,100,80,90.75,Localita
1072.75,78,3.8,78,80,89,87,42.5,s_news
396.6,87,1.3,95,73,100,84,3.4,seealsoService
137.25,92,2.7,97,73,100,84,17.75,TwsLoan
221.4,91,2.6,97,73,100,80,43.2,hetparseService
486.5,99,5.5,100,80,89,65,60,PO
148.5,98,11.4,99,73,89,62,1,GFCore
115,87,24.5,95,67,89,82,1,interopLabEchoHeader
1301.33,98,3.5,98,83,89,91,154.5,PhylogeneticService
386.5,93,11.3,98,73,89,62,69.5,The_x0020_Dolls_x0020_Gallery_x0020_Store_x0020__x0028_Web_x0020_Service_x0029_
51.67,98,0.8,100,73,78,84,0.67,TaxData
222,97,14.7,99,73,100,84,8.6,trimestService
112.75,78,6,78,73,78,84,1.75,TempConvert
540.67,75,7.3,76,83,50,91,123,ASPNLexer
485.67,93,7.8,98,67,78,77,1.11,XigniteMetals
391.6,92,10.8,97,73,100,84,12.6,extractfeatService
2629.33,88,0.8,89,78,89,89,817,BulportWeatherService
253.2,88,2.7,96,73,100,80,45.8,domainresoService
156,83,20.5,84,67,89,72,28,HouseofDev
60.47,78,9.2,79,67,100,77,4.47,AWSECommerceService
181.57,99,3.5,100,67,78,84,40,AppointmentServices
57.32,54,10.4,54,67,89,82,1.76,AreasAndVolumes
386,87,20.5,96,73,89,62,13,XPIWS
180,92,27.8,97,80,100,87,18,SerClsWSPasarelaPINPADService
297.8,91,0.9,97,73,100,84,6.4,prophecyService
137.22,96,1.6,99,73,100,84,75,ATMService
514.33,47,3,47,73,78,75,123.5,ContactClean
84.86,87,1.9,95,73,100,80,19.86,WolframSearchService
384.5,57,5.7,59,67,89,77,24.41,oemsearchxmle
124.33,96,7.7,99,80,89,65,43,EquipmentData
190,83,33.2,84,80,89,83,1,walker_service
247.4,92,0.9,97,67,100,82,42.6,fuzztranService
188.56,91,11.5,97,73,78,80,21.12,TVCaboEPG
184,96,12.3,99,73,100,80,5.5,RightNeighboursService
112,85,32.4,95,73,78,84,1,WSDLInteropTestListService
215.5,78,6.9,79,73,89,84,79,Hill
228.3,7,4.8,8,67,89,72,9.07,AllegroWebApiService
845.18,11,2.7,11,67,89,82,655.66,PartnerServices
236.3,90,4.5,90,53,89,66,56.97,utils_database_indexing__dbigcgService
285.57,85,3.1,86,53,89,66,71.61,AnalysisWSAppLabImplService
134,83,12,84,83,78,93,32,SessionCreateRQService
220,95,22,98,80,100,87,21,checkVatService
125,94,24.1,98,73,89,62,2,RGen
153.44,87,1.7,96,73,100,80,0.77,GWSRequest
345,95,2.9,98,73,100,84,48.6,embossversionService
119.2,90,3.6,91,73,78,84,29,interop2B
96,83,21.8,84,67,89,72,4,paddleService
247.4,98,2.6,100,73,100,84,43.2,noreturnService
280.5,52,0.8,52,67,89,72,163.5,Proximity
839.5,56,3.1,57,73,89,75,78.5,IDEC_GeoServeis
333,99,23.2,100,73,100,80,19,DownloadService
80.5,88,1.1,96,73,78,62,29.5,DEAWebsvcClass
1471.92,61,2.1,62,73,67,80,725.67,TextToImage
235.17,56,1.5,58,73,89,75,33.17,MNOAccessService
209,94,14.8,98,73,100,80,24.5,Office
225.75,78,6.5,79,67,89,82,67.5,HeaderTimeService
98.09,87,17.2,96,67,100,82,21.54,Phone
419.6,92,10.8,97,73,100,84,9.6,consService
249.5,91,7.9,97,60,100,79,84,EmailAddressValidator
138.25,98,14.5,100,73,100,84,19.92,TextAnywhere_SMS
257,91,8.2,91,60,100,74,117.5,GlobalAddressVerification
3111.67,99,2.1,100,67,100,77,4.34,RadioMallWS
155.75,90,13.8,97,73,78,84,15.25,LanguageDictionary
314.25,67,5.8,67,73,67,84,39.75,News
1177.5,98,2.5,98,80,89,83,1083,WSDLInteropTestDocLitService
122.27,53,6.5,53,67,89,72,81.27,CDASWS
203,89,0.8,96,73,100,84,6,digestService
500,97,10.1,99,73,78,84,1,USWeather
133.62,70,4.9,70,73,89,84,2.37,MathService
216.27,52,5.4,52,67,67,77,88.1,GetTradingConditions
158.1,61,8.6,62,73,89,84,10.7,TwsPLNBUpdate
203,87,3.6,96,73,78,84,21,XmlTracking
133,92,0.8,92,80,78,78,18.25,Notas
129.2,86,3.5,95,67,100,82,1.4,XWebFAQs
91,83,25.8,84,78,89,89,3,FaxStatus
1375,63,4.5,64,67,78,82,6.67,ITstSDNCHECKservice
140,96,2,99,60,100,74,42.67,FrenchAddressVerification
194,72,14.1,72,83,89,91,6.5,KontoCheckService
391.59,97,5.4,99,83,78,93,16.18,ResellerService
187.2,96,2,99,60,100,74,51.8,Cesar
221.53,26,4.7,26,67,100,77,170.53,UserManagement
248.32,89,7.3,90,67,100,77,50.11,AWSECommerceService
263,83,13.2,84,67,100,82,104,SvnAdmin
292.14,85,1.2,85,73,100,80,63.71,BDEconomicosFinancieros
150.33,90,1.7,96,60,100,74,49.66,CanadaAddressVerification
946,63,4.2,63,73,89,75,100.33,IDEC_GeoServeis
529.33,66,1.1,66,73,100,80,73.66,PlaceFinderSample
248.6,89,1.4,96,67,100,82,45.4,pscanService
226,97,14.6,99,73,100,84,11.2,descseqService
2342.83,75,0.8,76,73,78,84,37.83,WSEmbossService
266.87,85,4,85,53,89,66,54,AnalysisWSAppLabImplService
2187.5,97,0.9,99,80,78,87,23.25,NAICS
131.67,88,6.9,96,73,78,84,9,GoogleSearchService
113.09,53,8.4,53,60,89,74,7.18,Round4XSDTest
179.29,44,1.9,45,67,89,72,5.58,NewsServiceClient
324,88,0.9,96,73,100,84,7,tfscanService
846,87,6.8,96,73,78,84,20.2,ICD9
133.75,89,3.4,96,60,100,74,33.75,MobileTextMessaging
184.5,97,4.2,99,60,100,74,71.5,StockQuotes
516.67,63,7.2,63,83,89,91,10.67,sms
132.67,97,6.9,99,73,78,84,8.34,GoogleSearchService
230.6,97,14.2,99,73,100,84,9.6,tranalignService
156,72,9.4,72,73,89,84,27,LocationByZipService
128.5,97,17,99,73,78,62,16.5,HolidayService
236.2,98,1.1,100,73,100,84,7.2,equicktandemService
119,83,10.7,84,73,89,80,1,ExecutablePackage
322,89,23.2,96,73,100,80,22,DownloadService
256,91,14.9,97,80,89,65,69,IT_x0040_Service_x0020_Webservices
289.5,70,7.5,70,73,78,80,110.25,Users
137,86,8.6,86,73,78,84,2,HawleyCreditCardValidate
102.2,90,3.3,97,73,100,80,2.2,SMSMessagingService
265.19,98,9.7,100,67,100,77,14.25,TerraService
518.8,97,9.7,99,58,100,75,8.8,lindnaService
254.6,96,2.4,99,73,100,84,37.6,cathparseService
428,74,1.4,75,73,78,84,11.83,OfficeResearch
230.2,89,14.6,96,73,100,84,11.2,coderetService
336,88,12,96,73,100,84,11.6,wordmatchService
628,90,20.2,97,73,100,84,17,engtoarabic
208.6,89,0.8,96,67,100,82,42,vrnainverseService
312.43,88,9.6,96,72,78,89,16.36,MonsterBusinessGatewayService
397.5,74,2.4,74,60,89,79,0.33,MailServicePort
185,83,33.7,84,80,78,83,1,walker_service
206.4,60,6.7,61,78,89,89,7.6,ITicTacToeservice
64.64,32,9.2,32,67,89,77,30,merchant-interface-mime
146.43,98,1.9,99,83,78,91,1.5,eUtilsService
333.4,97,12.1,99,73,100,84,11.2,tranalignService
464.17,22,3.5,23,60,78,83,124.39,IXMLWS2service
582,72,8.3,72,67,78,72,153.5,ZELService
576.71,28,1.2,29,67,89,72,1.18,AmbitServiceService
61.42,80,8.6,81,67,100,77,4.95,AWSECommerceService
118.33,96,7,99,73,78,84,8.66,GoogleSearchService
78,100,10,100,80,78,65,1,featureDetails
2326.29,64,1.9,64,73,78,80,7.93,StartService
126,99,2.4,100,73,78,84,2,EmailVerify
782,100,16,100,80,100,87,2,updater
171,67,8,67,73,78,84,7.25,Wordml2latexService
303,91,12.3,97,78,89,89,5,ISecretaryXMLBrokerservice
271.25,78,6.7,79,73,67,84,148,Amortization
65,83,24.3,84,78,89,89,4,SecureLogin
401.62,61,5,62,73,78,80,108,SmsGate2
469,98,13.1,100,67,78,77,0.67,XigniteArchive
155.83,92,1.1,92,73,100,80,5.66,AddressFinder
198.8,99,1.1,100,73,100,84,8,newseqService
1196,83,5.5,84,78,89,89,585,forward
169,83,18.9,84,80,78,87,4,SearchCuroCustomerService
274,99,22.6,100,73,100,84,15,codecoloring_service
248.6,91,2.7,97,73,100,84,44.4,ehmmemitService
634.4,92,2.8,97,80,100,87,41.2,IMSIVORY
92.59,91,17.4,97,72,78,86,1.35,PdsSoap
117,91,1.8,97,73,78,84,43,FraudLabsWebService
